Train ID,Scheduled Time,Day of Week
T02151,22:37,Sunday
T02152,13:36,Friday
T02153,22:15,Saturday
T02154,21:04,Saturday
T02155,18:53,Monday
T02156,18:38,Wednesday
T02157,17:06,Tuesday
T02158,09:25,Friday
T02159,03:43,Sunday
T02160,12:20,Saturday
T02161,21:03,Tuesday
T02162,04:56,Sunday
T02163,20:51,Sunday
T02164,04:42,Thursday
T02165,17:18,Friday
T02166,18:28,Tuesday
T02167,21:56,Wednesday
T02168,18:50,Wednesday
T02169,13:45,Monday
T02170,18:00,Friday
T02171,12:54,Sunday
T02172,09:03,Friday
T02173,01:00,Friday
T02174,11:07,Sunday
T02175,00:15,Saturday
T02176,18:25,Wednesday
T02177,22:24,Thursday
T02178,13:34,Saturday
T02179,05:30,Tuesday
T02180,17:24,Sunday
T02181,13:09,Sunday
T02182,21:08,Monday
T02183,02:41,Tuesday
T02184,23:56,Saturday
T02185,13:08,Tuesday
T02186,20:51,Sunday
T02187,14:57,Friday
T02188,13:39,Thursday
T02189,16:27,Sunday
T02190,14:24,Tuesday
T02191,05:27,Monday
T02192,18:31,Tuesday
T02193,22:32,Thursday
T02194,17:36,Monday
T02195,01:36,Saturday
T02196,11:07,Thursday
T02197,22:05,Saturday
T02198,23:33,Thursday
T02199,16:05,Friday
T02200,02:15,Saturday
T02201,23:42,Monday
T02202,21:40,Sunday
T02203,18:19,Monday
T02204,10:34,Thursday
T02205,14:32,Friday
T02206,23:21,Wednesday
T02207,09:18,Monday
T02208,22:59,Saturday
T02209,09:46,Wednesday
T02210,01:40,Friday
T02211,05:36,Saturday
T02212,09:51,Friday
T02213,00:18,Monday
T02214,04:32,Sunday
T02215,08:16,Friday
T02216,08:17,Monday
T02217,23:07,Tuesday
T02218,18:47,Saturday
T02219,14:23,Wednesday
T02220,22:15,Tuesday
T02221,16:55,Wednesday
T02222,02:09,Sunday
T02223,04:53,Sunday
T02224,13:49,Tuesday
T02225,21:28,Saturday
T02226,05:13,Saturday
T02227,11:03,Wednesday
T02228,03:03,Thursday
T02229,12:30,Thursday
T02230,23:48,Tuesday
T02231,12:43,Thursday
T02232,15:16,Friday
T02233,13:00,Sunday
T02234,14:24,Wednesday
T02235,16:43,Monday
T02236,17:40,Sunday
T02237,13:39,Sunday
T02238,08:21,Wednesday
T02239,03:16,Friday
T02240,12:29,Saturday
T02241,07:46,Friday
T02242,06:33,Saturday
T02243,22:11,Friday
T02244,00:43,Sunday
T02245,02:00,Monday
T02246,16:06,Thursday
T02247,11:14,Wednesday
T02248,08:12,Monday
T02249,19:05,Friday
T02250,21:57,Friday
T02251,20:07,Monday
T02252,02:54,Tuesday
T02253,12:42,Friday
T02254,05:57,Saturday
T02255,05:16,Thursday
T02256,21:59,Saturday
T02257,14:59,Sunday
T02258,13:44,Sunday
T02259,10:16,Sunday
T02260,02:17,Thursday
T02261,12:21,Wednesday
T02262,08:11,Monday
T02263,15:59,Friday
T02264,12:11,Thursday
T02265,03:09,Sunday
T02266,13:13,Saturday
T02267,03:58,Saturday
T02268,08:06,Monday
T02269,02:36,Wednesday
T02270,14:01,Tuesday
T02271,20:40,Monday
T02272,21:24,Tuesday
T02273,22:21,Friday
T02274,00:32,Sunday
T02275,15:30,Thursday
T02276,23:49,Friday
T02277,07:00,Saturday
T02278,15:07,Friday
T02279,11:21,Wednesday
T02280,12:03,Saturday
T02281,02:23,Sunday
T02282,10:05,Sunday
T02283,09:41,Tuesday
T02284,17:02,Saturday
T02285,06:19,Thursday
T02286,03:40,Wednesday
T02287,15:05,Thursday
T02288,23:12,Monday
T02289,06:01,Friday
T02290,07:31,Monday
T02291,17:41,Thursday
T02292,17:53,Monday
T02293,01:21,Wednesday
T02294,23:02,Monday
T02295,06:51,Saturday
T02296,16:29,Sunday
T02297,17:09,Friday
T02298,07:59,Monday
T02299,23:09,Saturday
T02300,00:30,Monday
T02301,07:44,Tuesday
T02302,00:11,Monday
T02303,09:52,Thursday
T02304,19:10,Monday
T02305,03:07,Friday
T02306,19:14,Sunday
T02307,06:27,Sunday
T02308,23:43,Wednesday
T02309,03:43,Friday
T02310,04:20,Sunday
T02311,01:37,Wednesday
T02312,02:07,Tuesday
T02313,13:10,Wednesday
T02314,17:10,Tuesday
T02315,18:02,Monday
T02316,20:39,Sunday
T02317,05:01,Monday
T02318,00:00,Monday
T02319,22:41,Wednesday
T02320,13:44,Saturday
T02321,04:13,Saturday
T02322,08:33,Thursday
T02323,07:11,Saturday
T02324,01:38,Saturday
T02325,15:39,Saturday
T02326,09:22,Monday
T02327,17:15,Monday
T02328,16:06,Wednesday
T02329,17:32,Thursday
T02330,20:42,Wednesday
T02331,01:12,Sunday
T02332,04:43,Thursday
T02333,05:10,Monday
T02334,01:41,Wednesday
T02335,06:27,Wednesday
T02336,19:51,Monday
T02337,03:47,Friday
T02338,05:10,Thursday
T02339,16:07,Tuesday
T02340,23:28,Friday
T02341,10:26,Saturday
T02342,21:57,Tuesday
T02343,03:20,Monday
T02344,07:47,Sunday
T02345,06:24,Monday
T02346,15:37,Monday
T02347,13:09,Friday
T02348,14:11,Wednesday
T02349,04:29,Tuesday
T02350,20:22,Tuesday
T02351,10:08,Saturday
T02352,18:03,Tuesday
T02353,03:54,Thursday
T02354,13:10,Tuesday
T02355,09:38,Sunday
T02356,20:39,Friday
T02357,17:54,Monday
T02358,13:54,Thursday
T02359,06:37,Sunday
T02360,14:17,Saturday
T02361,13:47,Tuesday
T02362,10:27,Tuesday
T02363,18:09,Monday
T02364,13:02,Thursday
T02365,23:49,Monday
T02366,13:33,Thursday
T02367,22:52,Thursday
T02368,15:15,Friday
T02369,00:44,Thursday
T02370,06:08,Wednesday
T02371,07:41,Monday
T02372,15:42,Tuesday
T02373,22:29,Saturday
T02374,18:01,Thursday
T02375,04:55,Thursday
T02376,05:50,Saturday
T02377,14:45,Monday
T02378,20:04,Saturday
T02379,10:33,Wednesday
T02380,13:48,Saturday
T02381,19:34,Sunday
T02382,06:50,Monday
T02383,19:56,Saturday
T02384,01:32,Wednesday
T02385,01:07,Wednesday
T02386,14:39,Wednesday
T02387,11:11,Friday
T02388,22:04,Saturday
T02389,06:08,Tuesday
T02390,17:07,Thursday
T02391,23:48,Sunday
T02392,22:13,Sunday
T02393,07:20,Wednesday
T02394,16:43,Wednesday
T02395,01:04,Wednesday
T02396,14:31,Friday
T02397,03:30,Friday
T02398,21:52,Wednesday
T02399,14:39,Sunday
T02400,21:44,Tuesday
T02401,14:05,Thursday
T02402,05:18,Monday
T02403,05:17,Saturday
T02404,04:31,Sunday
T02405,06:33,Monday
T02406,09:26,Friday
T02407,04:30,Thursday
T02408,14:47,Monday
T02409,09:12,Monday
T02410,07:53,Saturday
T02411,10:26,Wednesday
T02412,20:41,Thursday
T02413,18:42,Friday
T02414,17:28,Wednesday
T02415,18:08,Tuesday
T02416,08:14,Wednesday
T02417,09:49,Tuesday
T02418,11:18,Tuesday
T02419,19:59,Saturday
T02420,17:18,Tuesday
T02421,22:44,Sunday
T02422,04:10,Monday
T02423,01:20,Tuesday
T02424,14:16,Tuesday
T02425,06:35,Monday
T02426,21:20,Tuesday
T02427,11:28,Tuesday
T02428,17:19,Monday
T02429,12:59,Sunday
T02430,04:29,Tuesday
T02431,00:47,Friday
T02432,10:41,Wednesday
T02433,15:57,Sunday
T02434,18:42,Sunday
T02435,18:46,Wednesday
T02436,22:07,Thursday
T02437,01:08,Friday
T02438,03:19,Thursday
T02439,19:53,Thursday
T02440,11:05,Monday
T02441,19:41,Friday
T02442,16:14,Tuesday
T02443,00:05,Sunday
T02444,14:43,Monday
T02445,16:25,Thursday
T02446,10:38,Friday
T02447,01:58,Wednesday
T02448,12:09,Sunday
T02449,13:23,Wednesday
T02450,00:18,Wednesday
T02451,09:28,Monday
T02452,06:46,Saturday
T02453,13:51,Wednesday
T02454,05:51,Thursday
T02455,23:57,Tuesday
T02456,18:38,Tuesday
T02457,06:19,Sunday
T02458,16:21,Friday
T02459,12:05,Thursday
T02460,20:58,Thursday
T02461,05:35,Saturday
T02462,18:48,Tuesday
T02463,05:53,Wednesday
T02464,17:31,Sunday
T02465,09:53,Wednesday
T02466,15:35,Thursday
T02467,07:01,Tuesday
T02468,08:19,Sunday
T02469,20:30,Saturday
T02470,21:57,Thursday
T02471,05:31,Saturday
T02472,07:01,Sunday
T02473,08:31,Friday
T02474,23:23,Thursday
T02475,18:27,Saturday
T02476,21:30,Sunday
T02477,03:23,Saturday
T02478,18:01,Tuesday
T02479,18:03,Wednesday
T02480,14:56,Tuesday
T02481,11:10,Wednesday
T02482,11:26,Wednesday
T02483,01:18,Friday
T02484,20:59,Friday
T02485,06:49,Tuesday
T02486,03:38,Friday
T02487,10:55,Sunday
T02488,21:51,Wednesday
T02489,21:44,Wednesday
T02490,03:34,Wednesday
T02491,04:00,Friday
T02492,09:23,Thursday
T02493,10:58,Monday
T02494,06:09,Tuesday
T02495,06:50,Friday
T02496,22:53,Sunday
T02497,17:45,Saturday
T02498,03:26,Monday
T02499,03:52,Monday
T02500,15:22,Saturday
T02501,11:08,Friday
T02502,16:48,Tuesday
T02503,22:19,Saturday
T02504,03:14,Sunday
T02505,22:09,Tuesday
T02506,09:08,Tuesday
T02507,02:27,Sunday
T02508,03:04,Sunday
T02509,15:48,Monday
T02510,06:06,Sunday
T02511,21:32,Monday
T02512,15:07,Monday
T02513,02:19,Monday
T02514,03:50,Friday
T02515,06:37,Tuesday
T02516,21:22,Monday
T02517,04:54,Wednesday
T02518,18:22,Tuesday
T02519,16:49,Friday
T02520,07:32,Monday
T02521,03:52,Sunday
T02522,00:33,Saturday
T02523,06:18,Sunday
T02524,17:00,Monday
T02525,06:58,Sunday
T02526,22:30,Saturday
T02527,18:11,Saturday
T02528,03:11,Thursday
T02529,13:13,Tuesday
T02530,13:07,Monday
T02531,14:07,Tuesday
T02532,15:48,Saturday
T02533,09:35,Monday
T02534,02:20,Monday
T02535,12:18,Friday
T02536,23:19,Sunday
T02537,14:14,Thursday
T02538,09:54,Tuesday
T02539,02:57,Saturday
T02540,11:11,Saturday
T02541,15:43,Thursday
T02542,14:33,Saturday
T02543,02:07,Thursday
T02544,12:44,Monday
T02545,23:59,Monday
T02546,11:12,Tuesday
T02547,19:54,Monday
T02548,07:53,Saturday
T02549,15:17,Sunday
T02550,18:37,Sunday
T02551,20:25,Thursday
T02552,21:38,Thursday
T02553,16:17,Sunday
T02554,14:06,Wednesday
T02555,15:31,Saturday
T02556,04:01,Saturday
T02557,01:53,Thursday
T02558,21:01,Thursday
T02559,19:43,Tuesday
T02560,09:39,Monday
T02561,02:42,Sunday
T02562,15:50,Tuesday
T02563,09:42,Thursday
T02564,16:16,Wednesday
T02565,17:34,Sunday
T02566,01:27,Thursday
T02567,14:20,Thursday
T02568,14:02,Tuesday
T02569,17:42,Saturday
T02570,05:31,Tuesday
T02571,09:45,Thursday
T02572,03:36,Thursday
T02573,21:35,Friday
T02574,18:30,Friday
T02575,05:32,Thursday
T02576,08:31,Thursday
T02577,19:43,Sunday
T02578,09:20,Monday
T02579,18:02,Sunday
T02580,11:22,Friday
T02581,00:48,Wednesday
T02582,12:06,Wednesday
T02583,11:26,Monday
T02584,21:15,Tuesday
T02585,20:19,Monday
T02586,22:04,Monday
T02587,10:10,Friday
T02588,10:02,Saturday
T02589,13:36,Thursday
T02590,08:01,Thursday
T02591,18:01,Thursday
T02592,18:24,Friday
T02593,03:51,Monday
T02594,22:43,Wednesday
T02595,15:32,Wednesday
T02596,05:39,Wednesday
T02597,13:12,Saturday
T02598,02:53,Tuesday
T02599,09:16,Wednesday
T02600,18:25,Friday
T02601,23:05,Sunday
T02602,18:06,Wednesday
T02603,08:04,Sunday
T02604,16:30,Tuesday
T02605,11:50,Saturday
T02606,09:32,Thursday
T02607,21:34,Tuesday
T02608,13:25,Friday
T02609,16:29,Sunday
T02610,17:11,Saturday
T02611,22:33,Friday
T02612,15:13,Sunday
T02613,23:29,Saturday
T02614,17:51,Sunday
T02615,13:59,Saturday
T02616,20:03,Tuesday
T02617,11:29,Tuesday
T02618,04:47,Sunday
T02619,09:54,Thursday
T02620,10:55,Saturday
T02621,06:54,Wednesday
T02622,09:41,Wednesday
T02623,21:38,Thursday
T02624,07:07,Tuesday
T02625,00:15,Thursday
T02626,15:35,Thursday
T02627,20:57,Tuesday
T02628,05:17,Monday
T02629,08:50,Saturday
T02630,17:11,Sunday
T02631,01:46,Sunday
T02632,00:03,Wednesday
T02633,19:19,Thursday
T02634,11:42,Monday
T02635,12:53,Sunday
T02636,04:15,Friday
T02637,23:32,Friday
T02638,21:53,Sunday
T02639,16:16,Monday
T02640,07:38,Sunday
T02641,10:21,Saturday
T02642,12:51,Saturday
T02643,07:59,Tuesday
T02644,04:06,Tuesday
T02645,08:28,Wednesday
T02646,18:03,Friday
T02647,11:44,Wednesday
T02648,17:27,Saturday
T02649,07:17,Wednesday
T02650,15:45,Sunday
T02651,09:01,Friday
T02652,01:53,Saturday
T02653,01:44,Tuesday
T02654,08:35,Wednesday
T02655,20:44,Sunday
T02656,21:07,Sunday
T02657,07:54,Thursday
T02658,00:58,Wednesday
T02659,09:05,Wednesday
T02660,06:55,Thursday
T02661,20:20,Thursday
T02662,01:17,Sunday
T02663,15:30,Thursday
T02664,10:45,Sunday
T02665,03:52,Saturday
T02666,08:32,Wednesday
T02667,13:38,Sunday
T02668,17:47,Thursday
T02669,22:01,Saturday
T02670,20:11,Thursday
T02671,20:08,Thursday
T02672,06:40,Wednesday
T02673,18:05,Tuesday
T02674,07:33,Sunday
T02675,20:48,Sunday
T02676,19:43,Sunday
T02677,10:28,Sunday
T02678,23:08,Tuesday
T02679,21:37,Sunday
T02680,09:12,Thursday
T02681,11:11,Thursday
T02682,18:14,Monday
T02683,17:41,Saturday
T02684,07:58,Thursday
T02685,06:16,Sunday
T02686,05:03,Friday
T02687,13:38,Tuesday
T02688,02:23,Friday
T02689,03:00,Friday
T02690,13:49,Sunday
T02691,21:31,Tuesday
T02692,22:13,Sunday
T02693,08:18,Thursday
T02694,12:08,Sunday
T02695,06:38,Sunday
T02696,09:46,Tuesday
T02697,13:11,Sunday
T02698,04:01,Wednesday
T02699,07:39,Tuesday
T02700,11:37,Saturday
T02701,14:05,Thursday
T02702,04:55,Saturday
T02703,12:43,Saturday
T02704,12:45,Saturday
T02705,19:16,Monday
T02706,17:03,Wednesday
T02707,07:30,Friday
T02708,21:51,Saturday
T02709,23:51,Monday
T02710,08:32,Thursday
T02711,09:25,Wednesday
T02712,04:57,Monday
T02713,18:11,Tuesday
T02714,16:31,Thursday
T02715,04:05,Saturday
T02716,16:27,Wednesday
T02717,03:20,Tuesday
T02718,15:55,Saturday
T02719,11:59,Wednesday
T02720,08:39,Friday
T02721,10:27,Wednesday
T02722,23:31,Friday
T02723,21:40,Monday
T02724,06:09,Tuesday
T02725,05:02,Wednesday
T02726,05:45,Thursday
T02727,03:57,Monday
T02728,14:22,Friday
T02729,15:29,Monday
T02730,23:55,Monday
T02731,11:05,Sunday
T02732,09:11,Saturday
T02733,16:52,Friday
T02734,21:37,Friday
T02735,00:33,Tuesday
T02736,13:58,Tuesday
T02737,15:43,Wednesday
T02738,00:18,Saturday
T02739,03:25,Friday
T02740,03:53,Tuesday
T02741,00:05,Sunday
T02742,22:42,Thursday
T02743,20:17,Saturday
T02744,00:21,Saturday
T02745,19:28,Saturday
T02746,23:58,Tuesday
T02747,06:55,Sunday
T02748,20:18,Sunday
T02749,01:47,Friday
T02750,19:24,Thursday
T02751,08:11,Sunday
T02752,12:05,Sunday
T02753,06:10,Sunday
T02754,12:18,Sunday
T02755,20:09,Wednesday
T02756,15:51,Saturday
T02757,09:57,Friday
T02758,04:22,Monday
T02759,11:32,Thursday
T02760,14:56,Thursday
T02761,08:36,Thursday
T02762,02:48,Sunday
T02763,11:39,Thursday
T02764,20:27,Monday
T02765,16:21,Saturday
T02766,07:41,Saturday
T02767,04:59,Friday
T02768,20:41,Monday
T02769,09:29,Monday
T02770,15:19,Tuesday
T02771,21:57,Sunday
T02772,07:33,Wednesday
T02773,18:03,Monday
T02774,01:32,Friday
T02775,13:26,Thursday
T02776,21:46,Sunday
T02777,08:22,Friday
T02778,02:49,Monday
T02779,03:47,Thursday
T02780,05:50,Sunday
T02781,12:02,Thursday
T02782,22:19,Friday
T02783,23:29,Thursday
T02784,19:51,Wednesday
T02785,05:13,Monday
T02786,23:38,Sunday
T02787,21:06,Friday
T02788,00:00,Monday
T02789,00:10,Thursday
T02790,14:44,Sunday
T02791,21:47,Saturday
T02792,15:19,Sunday
T02793,19:23,Saturday
T02794,22:43,Sunday
T02795,09:05,Tuesday
T02796,00:12,Sunday
T02797,00:44,Sunday
T02798,00:13,Saturday
T02799,04:41,Thursday
T02800,20:54,Tuesday
T02801,02:19,Tuesday
T02802,15:27,Monday
T02803,05:57,Saturday
T02804,22:28,Thursday
T02805,00:55,Friday
T02806,07:12,Friday
T02807,12:03,Monday
T02808,03:40,Thursday
T02809,13:54,Saturday
T02810,18:38,Friday
T02811,09:02,Thursday
T02812,15:32,Saturday
T02813,19:59,Sunday
T02814,15:14,Monday
T02815,16:01,Friday
T02816,10:35,Wednesday
T02817,20:26,Monday
T02818,15:39,Wednesday
T02819,14:44,Monday
T02820,05:18,Tuesday
T02821,15:22,Tuesday
T02822,16:14,Saturday
T02823,10:58,Sunday
T02824,22:42,Tuesday
T02825,09:46,Thursday
T02826,13:53,Saturday
T02827,23:23,Sunday
T02828,05:39,Wednesday
T02829,22:47,Saturday
T02830,15:08,Tuesday
T02831,05:38,Monday
T02832,13:31,Tuesday
T02833,06:35,Monday
T02834,11:56,Wednesday
T02835,21:10,Sunday
T02836,16:02,Wednesday
T02837,13:07,Tuesday
T02838,03:35,Thursday
T02839,08:21,Sunday
T02840,01:49,Wednesday
T02841,04:54,Sunday
T02842,16:38,Monday
T02843,22:03,Sunday
T02844,14:53,Monday
T02845,19:39,Sunday
T02846,17:02,Monday
T02847,05:40,Sunday
T02848,06:58,Tuesday
T02849,23:18,Thursday
T02850,16:31,Sunday
T02851,03:09,Wednesday
T02852,10:52,Monday
T02853,06:28,Sunday
T02854,00:15,Wednesday
T02855,09:32,Monday
T02856,08:23,Sunday
T02857,13:23,Saturday
T02858,07:09,Thursday
T02859,07:08,Thursday
T02860,13:57,Sunday
T02861,16:50,Wednesday
T02862,00:28,Sunday
T02863,00:45,Monday
T02864,02:21,Thursday
T02865,05:27,Thursday
T02866,01:42,Tuesday
T02867,18:03,Saturday
T02868,21:56,Wednesday
T02869,13:25,Saturday
T02870,17:55,Saturday
T02871,23:20,Monday
T02872,08:57,Friday
T02873,04:44,Thursday
T02874,20:13,Friday
T02875,19:41,Saturday
T02876,11:56,Thursday
T02877,06:56,Monday
T02878,01:34,Thursday
T02879,23:46,Tuesday
T02880,16:34,Tuesday
T02881,02:32,Wednesday
T02882,16:21,Tuesday
T02883,00:01,Friday
T02884,08:15,Saturday
T02885,13:32,Saturday
T02886,01:53,Wednesday
T02887,20:32,Monday
T02888,01:48,Monday
T02889,14:19,Saturday
T02890,00:29,Tuesday
T02891,23:37,Saturday
T02892,20:42,Sunday
T02893,19:14,Wednesday
T02894,09:42,Friday
T02895,21:08,Thursday
T02896,16:47,Monday
T02897,10:33,Tuesday
T02898,11:29,Tuesday
T02899,22:27,Monday
T02900,02:03,Tuesday
T02901,15:13,Monday
T02902,11:43,Thursday
T02903,18:35,Sunday
T02904,12:55,Friday
T02905,15:40,Thursday
T02906,22:59,Saturday
T02907,13:52,Tuesday
T02908,16:08,Saturday
T02909,14:08,Friday
T02910,16:07,Tuesday
T02911,14:30,Saturday
T02912,05:35,Monday
T02913,19:54,Monday
T02914,03:23,Wednesday
T02915,01:33,Monday
T02916,11:19,Wednesday
T02917,09:31,Sunday
T02918,04:09,Thursday
T02919,01:59,Wednesday
T02920,06:11,Thursday
T02921,00:07,Wednesday
T02922,02:55,Thursday
T02923,15:36,Friday
T02924,14:57,Sunday
T02925,12:30,Sunday
T02926,19:08,Friday
T02927,20:29,Saturday
T02928,14:09,Wednesday
T02929,02:51,Saturday
T02930,19:26,Tuesday
T02931,12:21,Monday
T02932,21:56,Saturday
T02933,08:41,Sunday
T02934,05:45,Friday
T02935,20:50,Wednesday
T02936,17:41,Saturday
T02937,17:05,Friday
T02938,17:36,Friday
T02939,16:12,Friday
T02940,00:07,Friday
T02941,05:01,Sunday
T02942,06:15,Sunday
T02943,18:28,Sunday
T02944,17:38,Thursday
T02945,18:02,Sunday
T02946,00:21,Tuesday
T02947,13:01,Wednesday
T02948,12:16,Monday
T02949,03:34,Wednesday
T02950,04:11,Sunday
T02951,02:09,Thursday
T02952,21:10,Friday
T02953,10:11,Saturday
T02954,01:19,Monday
T02955,10:09,Wednesday
T02956,08:24,Monday
T02957,06:15,Friday
T02958,07:31,Sunday
T02959,16:24,Wednesday
T02960,01:20,Friday
T02961,13:04,Monday
T02962,13:40,Monday
T02963,08:35,Saturday
T02964,03:15,Saturday
T02965,04:19,Thursday
T02966,14:05,Friday
T02967,06:50,Wednesday
T02968,17:10,Friday
T02969,13:58,Thursday
T02970,01:00,Sunday
T02971,19:18,Tuesday
T02972,00:03,Wednesday
T02973,19:16,Thursday
T02974,11:53,Tuesday
T02975,18:53,Wednesday
T02976,01:10,Friday
T02977,18:04,Monday
T02978,12:44,Sunday
T02979,04:46,Wednesday
T02980,13:13,Friday
T02981,10:56,Wednesday
T02982,20:16,Thursday
T02983,08:15,Wednesday
T02984,10:13,Friday
T02985,10:01,Tuesday
T02986,20:59,Friday
T02987,15:00,Saturday
T02988,05:26,Saturday
T02989,22:31,Friday
T02990,02:50,Saturday
T02991,02:34,Sunday
T02992,21:28,Monday
T02993,11:52,Sunday
T02994,19:22,Tuesday
T02995,22:00,Thursday
T02996,11:59,Thursday
T02997,00:14,Monday
T02998,08:43,Wednesday
T02999,06:05,Saturday
T03000,09:51,Tuesday
T03001,07:31,Monday
T03002,08:31,Saturday
T03003,19:13,Tuesday
T03004,20:25,Sunday
T03005,08:36,Thursday
T03006,05:35,Saturday
T03007,23:36,Saturday
T03008,19:36,Monday
T03009,18:08,Monday
T03010,04:16,Sunday
T03011,07:56,Saturday
T03012,08:12,Monday
T03013,22:43,Friday
T03014,08:43,Thursday
T03015,00:27,Saturday
T03016,20:03,Thursday
T03017,13:17,Saturday
T03018,16:29,Wednesday
T03019,16:48,Saturday
T03020,07:03,Thursday
T03021,17:28,Monday
T03022,12:12,Monday
T03023,18:51,Saturday
T03024,07:44,Monday
T03025,07:12,Wednesday
T03026,09:04,Saturday
T03027,03:01,Thursday
T03028,00:37,Wednesday
T03029,08:15,Thursday
T03030,07:21,Sunday
T03031,10:33,Monday
T03032,19:39,Sunday
T03033,03:40,Friday
T03034,03:05,Monday
T03035,12:20,Monday
T03036,04:03,Monday
T03037,09:39,Thursday
T03038,02:06,Monday
T03039,17:03,Sunday
T03040,12:25,Friday
T03041,13:14,Sunday
T03042,21:39,Thursday
T03043,12:29,Friday
T03044,19:06,Saturday
T03045,21:50,Thursday
T03046,16:21,Tuesday
T03047,03:06,Friday
T03048,22:04,Sunday
T03049,06:57,Tuesday
T03050,20:32,Wednesday
T03051,13:30,Friday
T03052,14:11,Tuesday
T03053,01:03,Wednesday
T03054,18:27,Saturday
T03055,11:19,Friday
T03056,04:09,Wednesday
T03057,19:21,Wednesday
T03058,00:33,Saturday
T03059,21:09,Tuesday
T03060,16:52,Sunday
T03061,01:27,Tuesday
T03062,06:40,Sunday
T03063,02:21,Saturday
T03064,15:44,Thursday
T03065,19:44,Sunday
T03066,18:36,Friday
T03067,09:26,Tuesday
T03068,03:29,Thursday
T03069,07:58,Saturday
T03070,07:44,Thursday
T03071,19:13,Thursday
T03072,23:49,Sunday
T03073,23:24,Thursday
T03074,05:52,Wednesday
T03075,00:04,Monday
T03076,17:07,Wednesday
T03077,14:12,Friday
T03078,11:02,Tuesday
T03079,06:18,Tuesday
T03080,08:46,Wednesday
T03081,17:15,Tuesday
T03082,00:11,Monday
T03083,00:53,Tuesday
T03084,12:41,Wednesday
T03085,06:19,Tuesday
T03086,11:51,Saturday
T03087,05:33,Thursday
T03088,22:04,Tuesday
T03089,04:50,Tuesday
T03090,17:24,Wednesday
T03091,10:38,Saturday
T03092,07:58,Sunday
T03093,19:37,Sunday
T03094,17:18,Wednesday
T03095,07:03,Sunday
T03096,08:55,Sunday
T03097,16:37,Tuesday
T03098,23:05,Sunday
T03099,21:39,Tuesday
T03100,16:24,Sunday
T03101,16:23,Friday
T03102,14:11,Saturday
T03103,11:33,Thursday
T03104,22:31,Wednesday
T03105,18:25,Sunday
T03106,18:41,Tuesday
T03107,07:57,Thursday
T03108,07:25,Wednesday
T03109,13:56,Friday
T03110,05:59,Wednesday
T03111,17:05,Sunday
T03112,02:18,Friday
T03113,11:14,Monday
T03114,14:32,Wednesday
T03115,13:28,Thursday
T03116,13:23,Wednesday
T03117,08:24,Tuesday
T03118,14:14,Saturday
T03119,02:22,Wednesday
T03120,16:32,Saturday
T03121,02:50,Tuesday
T03122,03:07,Wednesday
T03123,01:34,Wednesday
T03124,06:43,Wednesday
T03125,09:47,Sunday
T03126,08:12,Friday
T03127,04:54,Saturday
T03128,17:58,Monday
T03129,09:18,Sunday
T03130,12:25,Sunday
T03131,20:00,Saturday
T03132,16:48,Sunday
T03133,12:14,Saturday
T03134,23:13,Tuesday
T03135,16:37,Sunday
T03136,14:46,Wednesday
T03137,02:20,Thursday
T03138,22:26,Thursday
T03139,14:54,Monday
T03140,11:08,Sunday
T03141,04:19,Monday
T03142,15:51,Sunday
T03143,11:21,Thursday
T03144,13:43,Sunday
T03145,22:34,Wednesday
T03146,18:01,Sunday
T03147,01:59,Tuesday
T03148,10:36,Sunday
T03149,19:58,Friday
T03150,12:24,Thursday
T03151,02:34,Tuesday
T03152,15:06,Friday
T03153,14:40,Monday
T03154,05:06,Friday
T03155,05:02,Friday
T03156,15:01,Tuesday
T03157,02:58,Wednesday
T03158,06:14,Saturday
T03159,16:04,Monday
T03160,11:33,Tuesday
T03161,10:55,Thursday
T03162,05:07,Friday
T03163,13:30,Monday
T03164,12:57,Tuesday
T03165,06:19,Sunday
T03166,22:42,Tuesday
T03167,19:36,Friday
T03168,06:32,Saturday
T03169,14:17,Monday
T03170,04:28,Sunday
T03171,12:38,Friday
T03172,10:58,Thursday
T03173,14:29,Monday
T03174,23:05,Saturday
T03175,14:22,Sunday
T03176,22:50,Thursday
T03177,19:52,Thursday
T03178,07:11,Saturday
T03179,13:29,Saturday
T03180,05:44,Monday
T03181,12:44,Tuesday
T03182,05:17,Friday
T03183,09:42,Saturday
T03184,23:46,Thursday
T03185,13:48,Monday
T03186,11:04,Friday
T03187,10:26,Tuesday
T03188,08:13,Monday
T03189,14:01,Saturday
T03190,22:43,Thursday
T03191,12:21,Thursday
T03192,06:25,Monday
T03193,08:07,Tuesday
T03194,10:42,Thursday
T03195,15:29,Monday
T03196,17:42,Saturday
T03197,14:08,Sunday
T03198,08:53,Tuesday
T03199,00:38,Tuesday
T03200,09:07,Saturday
T03201,12:10,Saturday
T03202,00:43,Tuesday
T03203,14:22,Tuesday
T03204,22:02,Friday
T03205,06:28,Monday
T03206,20:51,Saturday
T03207,21:45,Monday
T03208,12:44,Thursday
T03209,01:38,Monday
T03210,12:49,Tuesday
T03211,11:58,Tuesday
T03212,02:01,Monday
T03213,00:21,Saturday
T03214,21:04,Monday
T03215,21:10,Tuesday
T03216,01:26,Monday
T03217,10:20,Saturday
T03218,06:39,Friday
T03219,12:27,Tuesday
T03220,06:06,Wednesday
T03221,05:00,Saturday
T03222,10:00,Tuesday
T03223,14:14,Saturday
T03224,08:41,Wednesday
T03225,01:04,Thursday
